auc_roc,best_f1,best_threshold,best_precision,best_recall,variant
0.521948163808629,0.16170212765957448,0.022944112806910232,0.10555555555555556,0.34545454545454546,Full TCR-AD
0.5521728917077754,0.18181818181818182,0.0456428134983236,0.1341991341991342,0.2818181818181818,w/o Time Encoder
0.523146190588051,0.16565656565656567,0.02114564259395456,0.10649350649350649,0.37272727272727274,w/o Freq Encoder
0.5240779891942683,0.1593625498007968,0.018330116577521722,0.10204081632653061,0.36363636363636365,w/o Contrastive (Recon only)
